chrom	start	end	feature_id	study_id	protocol
chr1	25400000	25840000	chr1:25400000-25840000	GSE105381	Hi-C
chr1	25840000	26040000	chr1:25840000-26040000	GSE105381	Hi-C
chr1	26240000	26480000	chr1:26240000-26480000	GSE105381	Hi-C
chr1	26480000	26880000	chr1:26480000-26880000	GSE105381	Hi-C
chr1	27000000	27680000	chr1:27000000-27680000	GSE105381	Hi-C
chr1	27840000	28640000	chr1:27840000-28640000	GSE105381	Hi-C
chr1	28640000	29200000	chr1:28640000-29200000	GSE105381	Hi-C
chr1	29200000	30720000	chr1:29200000-30720000	GSE105381	Hi-C
chr1	30720000	30920000	chr1:30720000-30920000	GSE105381	Hi-C
chr1	31160000	31640000	chr1:31160000-31640000	GSE105381	Hi-C
chr1	31640000	31800000	chr1:31640000-31800000	GSE105381	Hi-C
chr1	31800000	32000000	chr1:31800000-32000000	GSE105381	Hi-C
chr1	32160000	32840000	chr1:32160000-32840000	GSE105381	Hi-C
chr1	32880000	33120000	chr1:32880000-33120000	GSE105381	Hi-C
chr1	33120000	33480000	chr1:33120000-33480000	GSE105381	Hi-C
chr1	33480000	34760000	chr1:33480000-34760000	GSE105381	Hi-C
chr1	34880000	36080000	chr1:34880000-36080000	GSE105381	Hi-C
chr1	36080000	36440000	chr1:36080000-36440000	GSE105381	Hi-C
chr1	36480000	37440000	chr1:36480000-37440000	GSE105381	Hi-C
chr1	37440000	38840000	chr1:37440000-38840000	GSE105381	Hi-C
chr1	38840000	39560000	chr1:38840000-39560000	GSE105381	Hi-C
chr1	39800000	40040000	chr1:39800000-40040000	GSE105381	Hi-C
chr1	40040000	40560000	chr1:40040000-40560000	GSE105381	Hi-C
chr1	40600000	41000000	chr1:40600000-41000000	GSE105381	Hi-C
chr1	41000000	41440000	chr1:41000000-41440000	GSE105381	Hi-C
chr1	41520000	42120000	chr1:41520000-42120000	GSE105381	Hi-C
chr1	42120000	42760000	chr1:42120000-42760000	GSE105381	Hi-C
chr1	42760000	43120000	chr1:42760000-43120000	GSE105381	Hi-C
chr1	43200000	43440000	chr1:43200000-43440000	GSE105381	Hi-C
chr1	43520000	44080000	chr1:43520000-44080000	GSE105381	Hi-C
chr1	44080000	44720000	chr1:44080000-44720000	GSE105381	Hi-C
chr1	44720000	45600000	chr1:44720000-45600000	GSE105381	Hi-C
chr1	45600000	46240000	chr1:45600000-46240000	GSE105381	Hi-C
chr1	46400000	47080000	chr1:46400000-47080000	GSE105381	Hi-C
chr1	47160000	47720000	chr1:47160000-47720000	GSE105381	Hi-C
chr1	47720000	48080000	chr1:47720000-48080000	GSE105381	Hi-C
chr1	48080000	48240000	chr1:48080000-48240000	GSE105381	Hi-C
chr1	48280000	48520000	chr1:48280000-48520000	GSE105381	Hi-C
chr1	48520000	50360000	chr1:48520000-50360000	GSE105381	Hi-C
chr1	50360000	50640000	chr1:50360000-50640000	GSE105381	Hi-C
chr1	50720000	51200000	chr1:50720000-51200000	GSE105381	Hi-C
chr1	51360000	51800000	chr1:51360000-51800000	GSE105381	Hi-C
chr1	51880000	52360000	chr1:51880000-52360000	GSE105381	Hi-C
chr1	52400000	53240000	chr1:52400000-53240000	GSE105381	Hi-C
chr1	53240000	53760000	chr1:53240000-53760000	GSE105381	Hi-C
chr1	53840000	55040000	chr1:53840000-55040000	GSE105381	Hi-C
chr1	55040000	56800000	chr1:55040000-56800000	GSE105381	Hi-C
chr1	56800000	58480000	chr1:56800000-58480000	GSE105381	Hi-C
chr1	58680000	59920000	chr1:58680000-59920000	GSE105381	Hi-C
chr1	59920000	60840000	chr1:59920000-60840000	GSE105381	Hi-C
chr1	60840000	62120000	chr1:60840000-62120000	GSE105381	Hi-C
chr1	62160000	62440000	chr1:62160000-62440000	GSE105381	Hi-C
chr1	62440000	62800000	chr1:62440000-62800000	GSE105381	Hi-C
chr1	62840000	63480000	chr1:62840000-63480000	GSE105381	Hi-C
chr1	63560000	64280000	chr1:63560000-64280000	GSE105381	Hi-C
chr1	64280000	64680000	chr1:64280000-64680000	GSE105381	Hi-C
chr1	64840000	65040000	chr1:64840000-65040000	GSE105381	Hi-C
chr1	65040000	65720000	chr1:65040000-65720000	GSE105381	Hi-C
chr1	65880000	67520000	chr1:65880000-67520000	GSE105381	Hi-C
chr1	67520000	67800000	chr1:67520000-67800000	GSE105381	Hi-C
chr1	67840000	68360000	chr1:67840000-68360000	GSE105381	Hi-C
chr1	68400000	70000000	chr1:68400000-70000000	GSE105381	Hi-C
chr1	70120000	70520000	chr1:70120000-70520000	GSE105381	Hi-C
chr1	70600000	71080000	chr1:70600000-71080000	GSE105381	Hi-C
chr1	71080000	74760000	chr1:71080000-74760000	GSE105381	Hi-C
chr1	74760000	75200000	chr1:74760000-75200000	GSE105381	Hi-C
chr1	75240000	75840000	chr1:75240000-75840000	GSE105381	Hi-C
chr1	75840000	77520000	chr1:75840000-77520000	GSE105381	Hi-C
chr1	77560000	78120000	chr1:77560000-78120000	GSE105381	Hi-C
chr1	78160000	78680000	chr1:78160000-78680000	GSE105381	Hi-C
chr1	78720000	83880000	chr1:78720000-83880000	GSE105381	Hi-C
chr1	83880000	84920000	chr1:83880000-84920000	GSE105381	Hi-C
chr1	85080000	85280000	chr1:85080000-85280000	GSE105381	Hi-C
chr1	85280000	86040000	chr1:85280000-86040000	GSE105381	Hi-C
chr1	86360000	87120000	chr1:86360000-87120000	GSE105381	Hi-C
chr1	87120000	88920000	chr1:87120000-88920000	GSE105381	Hi-C
chr1	88920000	89480000	chr1:88920000-89480000	GSE105381	Hi-C
chr1	89480000	90040000	chr1:89480000-90040000	GSE105381	Hi-C
chr1	90040000	90560000	chr1:90040000-90560000	GSE105381	Hi-C
chr1	90680000	91480000	chr1:90680000-91480000	GSE105381	Hi-C
chr1	91480000	91960000	chr1:91480000-91960000	GSE105381	Hi-C
chr1	91960000	92280000	chr1:91960000-92280000	GSE105381	Hi-C
chr1	92280000	92840000	chr1:92280000-92840000	GSE105381	Hi-C
chr1	92840000	93880000	chr1:92840000-93880000	GSE105381	Hi-C
chr1	94000000	94480000	chr1:94000000-94480000	GSE105381	Hi-C
chr1	94480000	94840000	chr1:94480000-94840000	GSE105381	Hi-C
chr1	94840000	95080000	chr1:94840000-95080000	GSE105381	Hi-C
chr1	95240000	96920000	chr1:95240000-96920000	GSE105381	Hi-C
chr1	96960000	98520000	chr1:96960000-98520000	GSE105381	Hi-C
chr1	99160000	99760000	chr1:99160000-99760000	GSE105381	Hi-C
chr1	99760000	100880000	chr1:99760000-100880000	GSE105381	Hi-C
chr1	100920000	101320000	chr1:100920000-101320000	GSE105381	Hi-C
chr1	101400000	103600000	chr1:101400000-103600000	GSE105381	Hi-C
chr1	103760000	107200000	chr1:103760000-107200000	GSE105381	Hi-C
chr1	107240000	108200000	chr1:107240000-108200000	GSE105381	Hi-C
chr1	108480000	108680000	chr1:108480000-108680000	GSE105381	Hi-C
chr1	108720000	109440000	chr1:108720000-109440000	GSE105381	Hi-C
chr1	109480000	110040000	chr1:109480000-110040000	GSE105381	Hi-C
chr1	110080000	110520000	chr1:110080000-110520000	GSE105381	Hi-C
chr1	110520000	111440000	chr1:110520000-111440000	GSE105381	Hi-C
chr1	111440000	111800000	chr1:111440000-111800000	GSE105381	Hi-C
chr1	111800000	112360000	chr1:111800000-112360000	GSE105381	Hi-C
chr1	112360000	113080000	chr1:112360000-113080000	GSE105381	Hi-C
chr1	113080000	113800000	chr1:113080000-113800000	GSE105381	Hi-C
chr1	113960000	114320000	chr1:113960000-114320000	GSE105381	Hi-C
chr1	114320000	115080000	chr1:114320000-115080000	GSE105381	Hi-C
chr1	115120000	116040000	chr1:115120000-116040000	GSE105381	Hi-C
chr1	116080000	116600000	chr1:116080000-116600000	GSE105381	Hi-C
chr1	116640000	117080000	chr1:116640000-117080000	GSE105381	Hi-C
chr1	117080000	117960000	chr1:117080000-117960000	GSE105381	Hi-C
chr1	117960000	120000000	chr1:117960000-120000000	GSE105381	Hi-C
chr1	145680000	146040000	chr1:145680000-146040000	GSE105381	Hi-C
chr1	147040000	148400000	chr1:147040000-148400000	GSE105381	Hi-C
chr1	149880000	150200000	chr1:149880000-150200000	GSE105381	Hi-C
chr1	150200000	151240000	chr1:150200000-151240000	GSE105381	Hi-C
chr1	151440000	151880000	chr1:151440000-151880000	GSE105381	Hi-C
chr1	151880000	152040000	chr1:151880000-152040000	GSE105381	Hi-C
chr1	152040000	153480000	chr1:152040000-153480000	GSE105381	Hi-C
chr1	153520000	154000000	chr1:153520000-154000000	GSE105381	Hi-C
chr1	154000000	155200000	chr1:154000000-155200000	GSE105381	Hi-C
chr1	155200000	156080000	chr1:155200000-156080000	GSE105381	Hi-C
chr1	156080000	157120000	chr1:156080000-157120000	GSE105381	Hi-C
chr1	157120000	157520000	chr1:157120000-157520000	GSE105381	Hi-C
chr1	157560000	158120000	chr1:157560000-158120000	GSE105381	Hi-C
chr1	158160000	159760000	chr1:158160000-159760000	GSE105381	Hi-C
chr1	160040000	160400000	chr1:160040000-160400000	GSE105381	Hi-C
chr1	160400000	161160000	chr1:160400000-161160000	GSE105381	Hi-C
chr1	161160000	161440000	chr1:161160000-161440000	GSE105381	Hi-C
chr1	161480000	162440000	chr1:161480000-162440000	GSE105381	Hi-C
chr1	162600000	162800000	chr1:162600000-162800000	GSE105381	Hi-C
chr1	162840000	163320000	chr1:162840000-163320000	GSE105381	Hi-C
chr1	163360000	165080000	chr1:163360000-165080000	GSE105381	Hi-C
chr1	165080000	165600000	chr1:165080000-165600000	GSE105381	Hi-C
chr1	165600000	165920000	chr1:165600000-165920000	GSE105381	Hi-C
chr1	165920000	166840000	chr1:165920000-166840000	GSE105381	Hi-C
chr1	166840000	167720000	chr1:166840000-167720000	GSE105381	Hi-C
chr1	167720000	168080000	chr1:167720000-168080000	GSE105381	Hi-C
chr1	168320000	169840000	chr1:168320000-169840000	GSE105381	Hi-C
chr1	169880000	171440000	chr1:169880000-171440000	GSE105381	Hi-C
chr1	171480000	172440000	chr1:171480000-172440000	GSE105381	Hi-C
chr1	172440000	172720000	chr1:172440000-172720000	GSE105381	Hi-C
chr1	172720000	173400000	chr1:172720000-173400000	GSE105381	Hi-C
chr1	173400000	173840000	chr1:173400000-173840000	GSE105381	Hi-C
chr1	174240000	175000000	chr1:174240000-175000000	GSE105381	Hi-C
chr1	175000000	176360000	chr1:175000000-176360000	GSE105381	Hi-C
chr1	176520000	176880000	chr1:176520000-176880000	GSE105381	Hi-C
chr1	176880000	177960000	chr1:176880000-177960000	GSE105381	Hi-C
chr1	177960000	178280000	chr1:177960000-178280000	GSE105381	Hi-C
chr1	178320000	179040000	chr1:178320000-179040000	GSE105381	Hi-C
chr1	179080000	179400000	chr1:179080000-179400000	GSE105381	Hi-C
chr1	179680000	180200000	chr1:179680000-180200000	GSE105381	Hi-C
chr1	180200000	180480000	chr1:180200000-180480000	GSE105381	Hi-C
chr1	180480000	181160000	chr1:180480000-181160000	GSE105381	Hi-C
chr1	181200000	182040000	chr1:181200000-182040000	GSE105381	Hi-C
chr1	182040000	182840000	chr1:182040000-182840000	GSE105381	Hi-C
chr1	182840000	183640000	chr1:182840000-183640000	GSE105381	Hi-C
chr1	183640000	183920000	chr1:183640000-183920000	GSE105381	Hi-C
chr1	184080000	184720000	chr1:184080000-184720000	GSE105381	Hi-C
chr1	184720000	185720000	chr1:184720000-185720000	GSE105381	Hi-C
chr1	185760000	186280000	chr1:185760000-186280000	GSE105381	Hi-C
chr1	186440000	187000000	chr1:186440000-187000000	GSE105381	Hi-C
chr1	187000000	188760000	chr1:187000000-188760000	GSE105381	Hi-C
chr1	189320000	190480000	chr1:189320000-190480000	GSE105381	Hi-C
chr1	190560000	192440000	chr1:190560000-192440000	GSE105381	Hi-C
chr1	192440000	193080000	chr1:192440000-193080000	GSE105381	Hi-C
chr1	193160000	195760000	chr1:193160000-195760000	GSE105381	Hi-C
chr1	196320000	196720000	chr1:196320000-196720000	GSE105381	Hi-C
chr1	196840000	197400000	chr1:196840000-197400000	GSE105381	Hi-C
chr1	197400000	197960000	chr1:197400000-197960000	GSE105381	Hi-C
chr1	198000000	198720000	chr1:198000000-198720000	GSE105381	Hi-C
chr1	198720000	200560000	chr1:198720000-200560000	GSE105381	Hi-C
chr1	200560000	200840000	chr1:200560000-200840000	GSE105381	Hi-C
chr1	200880000	201800000	chr1:200880000-201800000	GSE105381	Hi-C
chr1	201840000	202160000	chr1:201840000-202160000	GSE105381	Hi-C
chr1	202160000	203000000	chr1:202160000-203000000	GSE105381	Hi-C
chr1	203000000	203760000	chr1:203000000-203760000	GSE105381	Hi-C
chr1	203840000	204520000	chr1:203840000-204520000	GSE105381	Hi-C
chr1	204520000	205080000	chr1:204520000-205080000	GSE105381	Hi-C
chr1	205360000	205760000	chr1:205360000-205760000	GSE105381	Hi-C
chr1	205760000	206160000	chr1:205760000-206160000	GSE105381	Hi-C
chr1	206400000	207720000	chr1:206400000-207720000	GSE105381	Hi-C
chr1	207800000	208280000	chr1:207800000-208280000	GSE105381	Hi-C
chr1	208280000	209760000	chr1:208280000-209760000	GSE105381	Hi-C
chr1	209840000	210320000	chr1:209840000-210320000	GSE105381	Hi-C
chr1	210360000	211240000	chr1:210360000-211240000	GSE105381	Hi-C
chr1	211280000	211680000	chr1:211280000-211680000	GSE105381	Hi-C
chr1	211680000	212040000	chr1:211680000-212040000	GSE105381	Hi-C
chr1	212040000	212440000	chr1:212040000-212440000	GSE105381	Hi-C
chr1	212480000	213040000	chr1:212480000-213040000	GSE105381	Hi-C
chr1	213080000	214200000	chr1:213080000-214200000	GSE105381	Hi-C
chr1	214200000	214640000	chr1:214200000-214640000	GSE105381	Hi-C
chr1	214640000	215640000	chr1:214640000-215640000	GSE105381	Hi-C
chr1	215680000	218240000	chr1:215680000-218240000	GSE105381	Hi-C
chr1	218240000	219840000	chr1:218240000-219840000	GSE105381	Hi-C
chr1	219960000	220200000	chr1:219960000-220200000	GSE105381	Hi-C
chr1	220280000	220800000	chr1:220280000-220800000	GSE105381	Hi-C
chr1	220800000	222480000	chr1:220800000-222480000	GSE105381	Hi-C
chr1	222720000	223120000	chr1:222720000-223120000	GSE105381	Hi-C
chr1	223120000	223880000	chr1:223120000-223880000	GSE105381	Hi-C
chr1	224040000	224480000	chr1:224040000-224480000	GSE105381	Hi-C
chr1	224480000	225400000	chr1:224480000-225400000	GSE105381	Hi-C
chr1	225400000	226360000	chr1:225400000-226360000	GSE105381	Hi-C
chr1	226400000	227480000	chr1:226400000-227480000	GSE105381	Hi-C
chr1	227480000	228520000	chr1:227480000-228520000	GSE105381	Hi-C
chr1	228640000	229560000	chr1:228640000-229560000	GSE105381	Hi-C
chr1	229560000	230360000	chr1:229560000-230360000	GSE105381	Hi-C
chr1	230600000	231240000	chr1:230600000-231240000	GSE105381	Hi-C
chr1	231320000	231720000	chr1:231320000-231720000	GSE105381	Hi-C
chr1	231720000	233280000	chr1:231720000-233280000	GSE105381	Hi-C
chr1	233320000	234320000	chr1:233320000-234320000	GSE105381	Hi-C
chr1	234320000	235120000	chr1:234320000-235120000	GSE105381	Hi-C
chr1	235120000	235480000	chr1:235120000-235480000	GSE105381	Hi-C
chr1	235520000	236080000	chr1:235520000-236080000	GSE105381	Hi-C
chr1	236080000	236600000	chr1:236080000-236600000	GSE105381	Hi-C
chr1	236600000	237560000	chr1:236600000-237560000	GSE105381	Hi-C
chr1	237680000	240000000	chr1:237680000-240000000	GSE105381	Hi-C
chr1	240000000	240680000	chr1:240000000-240680000	GSE105381	Hi-C
chr1	240720000	241520000	chr1:240720000-241520000	GSE105381	Hi-C
chr1	241520000	242240000	chr1:241520000-242240000	GSE105381	Hi-C
chr1	242360000	242880000	chr1:242360000-242880000	GSE105381	Hi-C
chr1	243200000	244320000	chr1:243200000-244320000	GSE105381	Hi-C
chr1	244560000	245040000	chr1:244560000-245040000	GSE105381	Hi-C
chr1	245080000	247360000	chr1:245080000-247360000	GSE105381	Hi-C
chr1	247360000	248956422	chr1:247360000-248956422	GSE105381	Hi-C
chr2	0	680000	chr2:0-680000	GSE105381	Hi-C
chr2	680000	1840000	chr2:680000-1840000	GSE105381	Hi-C
chr2	1840000	3680000	chr2:1840000-3680000	GSE105381	Hi-C
chr2	3840000	6840000	chr2:3840000-6840000	GSE105381	Hi-C
chr2	6880000	9120000	chr2:6880000-9120000	GSE105381	Hi-C
chr2	9120000	9440000	chr2:9120000-9440000	GSE105381	Hi-C
chr2	9440000	10680000	chr2:9440000-10680000	GSE105381	Hi-C
chr2	10800000	11120000	chr2:10800000-11120000	GSE105381	Hi-C
chr2	11120000	11800000	chr2:11120000-11800000	GSE105381	Hi-C
chr2	11800000	13040000	chr2:11800000-13040000	GSE105381	Hi-C
chr2	13040000	15600000	chr2:13040000-15600000	GSE105381	Hi-C
chr2	15600000	16560000	chr2:15600000-16560000	GSE105381	Hi-C
chr2	16760000	17680000	chr2:16760000-17680000	GSE105381	Hi-C
chr2	17840000	18400000	chr2:17840000-18400000	GSE105381	Hi-C
chr2	18400000	19920000	chr2:18400000-19920000	GSE105381	Hi-C
chr2	19920000	20360000	chr2:19920000-20360000	GSE105381	Hi-C
chr2	20360000	20680000	chr2:20360000-20680000	GSE105381	Hi-C
chr2	20680000	21000000	chr2:20680000-21000000	GSE105381	Hi-C
chr2	21000000	21360000	chr2:21000000-21360000	GSE105381	Hi-C
chr2	21360000	23440000	chr2:21360000-23440000	GSE105381	Hi-C
chr2	23800000	24960000	chr2:23800000-24960000	GSE105381	Hi-C
chr2	24960000	25200000	chr2:24960000-25200000	GSE105381	Hi-C
chr2	25280000	25600000	chr2:25280000-25600000	GSE105381	Hi-C
chr2	25760000	26760000	chr2:25760000-26760000	GSE105381	Hi-C
chr2	26800000	27680000	chr2:26800000-27680000	GSE105381	Hi-C
chr2	27680000	28520000	chr2:27680000-28520000	GSE105381	Hi-C
chr2	28560000	28800000	chr2:28560000-28800000	GSE105381	Hi-C
chr2	28960000	30080000	chr2:28960000-30080000	GSE105381	Hi-C
chr2	30120000	30720000	chr2:30120000-30720000	GSE105381	Hi-C
chr2	30720000	31560000	chr2:30720000-31560000	GSE105381	Hi-C
chr2	31840000	32640000	chr2:31840000-32640000	GSE105381	Hi-C
chr2	32760000	33600000	chr2:32760000-33600000	GSE105381	Hi-C
chr2	33600000	36320000	chr2:33600000-36320000	GSE105381	Hi-C
chr2	36320000	36760000	chr2:36320000-36760000	GSE105381	Hi-C
chr2	37120000	38280000	chr2:37120000-38280000	GSE105381	Hi-C
chr2	38280000	38520000	chr2:38280000-38520000	GSE105381	Hi-C
chr2	38520000	38800000	chr2:38520000-38800000	GSE105381	Hi-C
chr2	38880000	39280000	chr2:38880000-39280000	GSE105381	Hi-C
chr2	39320000	39800000	chr2:39320000-39800000	GSE105381	Hi-C
chr2	39800000	41800000	chr2:39800000-41800000	GSE105381	Hi-C
chr2	41840000	42080000	chr2:41840000-42080000	GSE105381	Hi-C
chr2	42080000	42320000	chr2:42080000-42320000	GSE105381	Hi-C
chr2	42360000	42800000	chr2:42360000-42800000	GSE105381	Hi-C
chr2	42800000	43240000	chr2:42800000-43240000	GSE105381	Hi-C
chr2	43240000	43600000	chr2:43240000-43600000	GSE105381	Hi-C
chr2	43600000	44000000	chr2:43600000-44000000	GSE105381	Hi-C
chr2	44000000	44360000	chr2:44000000-44360000	GSE105381	Hi-C
chr2	44400000	45600000	chr2:44400000-45600000	GSE105381	Hi-C
chr2	45600000	45960000	chr2:45600000-45960000	GSE105381	Hi-C
chr2	45960000	46920000	chr2:45960000-46920000	GSE105381	Hi-C
chr2	46920000	47400000	chr2:46920000-47400000	GSE105381	Hi-C
chr2	47440000	47800000	chr2:47440000-47800000	GSE105381	Hi-C
chr2	47800000	48520000	chr2:47800000-48520000	GSE105381	Hi-C
chr2	48600000	50520000	chr2:48600000-50520000	GSE105381	Hi-C
chr2	50520000	53720000	chr2:50520000-53720000	GSE105381	Hi-C
chr2	53760000	55640000	chr2:53760000-55640000	GSE105381	Hi-C
chr2	55680000	57600000	chr2:55680000-57600000	GSE105381	Hi-C
chr2	57640000	58520000	chr2:57640000-58520000	GSE105381	Hi-C
chr2	58720000	60680000	chr2:58720000-60680000	GSE105381	Hi-C
chr2	60680000	61880000	chr2:60680000-61880000	GSE105381	Hi-C
chr2	61880000	62400000	chr2:61880000-62400000	GSE105381	Hi-C
chr2	62440000	62880000	chr2:62440000-62880000	GSE105381	Hi-C
chr2	63000000	63560000	chr2:63000000-63560000	GSE105381	Hi-C
chr2	63600000	63880000	chr2:63600000-63880000	GSE105381	Hi-C
chr2	63920000	64520000	chr2:63920000-64520000	GSE105381	Hi-C
chr2	64560000	65240000	chr2:64560000-65240000	GSE105381	Hi-C
chr2	65240000	65600000	chr2:65240000-65600000	GSE105381	Hi-C
chr2	65600000	68080000	chr2:65600000-68080000	GSE105381	Hi-C
chr2	68120000	68320000	chr2:68120000-68320000	GSE105381	Hi-C
chr2	68440000	68920000	chr2:68440000-68920000	GSE105381	Hi-C
chr2	68960000	69360000	chr2:68960000-69360000	GSE105381	Hi-C
chr2	69520000	69840000	chr2:69520000-69840000	GSE105381	Hi-C
chr2	69880000	70280000	chr2:69880000-70280000	GSE105381	Hi-C
chr2	70280000	71000000	chr2:70280000-71000000	GSE105381	Hi-C
chr2	71080000	71520000	chr2:71080000-71520000	GSE105381	Hi-C
chr2	71520000	72880000	chr2:71520000-72880000	GSE105381	Hi-C
chr2	72920000	73200000	chr2:72920000-73200000	GSE105381	Hi-C
chr2	73600000	74640000	chr2:73600000-74640000	GSE105381	Hi-C
chr2	74640000	75040000	chr2:74640000-75040000	GSE105381	Hi-C
chr2	75040000	75440000	chr2:75040000-75440000	GSE105381	Hi-C
chr2	75440000	75720000	chr2:75440000-75720000	GSE105381	Hi-C
chr2	75720000	76640000	chr2:75720000-76640000	GSE105381	Hi-C
chr2	76880000	79000000	chr2:76880000-79000000	GSE105381	Hi-C
chr2	79040000	79920000	chr2:79040000-79920000	GSE105381	Hi-C
chr2	80000000	84400000	chr2:80000000-84400000	GSE105381	Hi-C
chr2	84440000	84920000	chr2:84440000-84920000	GSE105381	Hi-C
chr2	84920000	85320000	chr2:84920000-85320000	GSE105381	Hi-C
chr2	85320000	85640000	chr2:85320000-85640000	GSE105381	Hi-C
chr2	85640000	86840000	chr2:85640000-86840000	GSE105381	Hi-C
chr2	88000000	89880000	chr2:88000000-89880000	GSE105381	Hi-C
chr2	94880000	95760000	chr2:94880000-95760000	GSE105381	Hi-C
chr2	96080000	97000000	chr2:96080000-97000000	GSE105381	Hi-C
chr2	97640000	98400000	chr2:97640000-98400000	GSE105381	Hi-C
chr2	98400000	99080000	chr2:98400000-99080000	GSE105381	Hi-C
chr2	99160000	99520000	chr2:99160000-99520000	GSE105381	Hi-C
chr2	99520000	100560000	chr2:99520000-100560000	GSE105381	Hi-C
chr2	100560000	101000000	chr2:100560000-101000000	GSE105381	Hi-C
chr2	101000000	101240000	chr2:101000000-101240000	GSE105381	Hi-C
chr2	101240000	101880000	chr2:101240000-101880000	GSE105381	Hi-C
chr2	102000000	102480000	chr2:102000000-102480000	GSE105381	Hi-C
chr2	102840000	105040000	chr2:102840000-105040000	GSE105381	Hi-C
chr2	105080000	106600000	chr2:105080000-106600000	GSE105381	Hi-C
chr2	106600000	108200000	chr2:106600000-108200000	GSE105381	Hi-C
chr2	108320000	108640000	chr2:108320000-108640000	GSE105381	Hi-C
chr2	108760000	109520000	chr2:108760000-109520000	GSE105381	Hi-C
chr2	109520000	109760000	chr2:109520000-109760000	GSE105381	Hi-C
chr2	110080000	110240000	chr2:110080000-110240000	GSE105381	Hi-C
chr2	110640000	111720000	chr2:110640000-111720000	GSE105381	Hi-C
chr2	111880000	112600000	chr2:111880000-112600000	GSE105381	Hi-C
chr2	112600000	112960000	chr2:112600000-112960000	GSE105381	Hi-C
chr2	113040000	113400000	chr2:113040000-113400000	GSE105381	Hi-C
chr2	113680000	114600000	chr2:113680000-114600000	GSE105381	Hi-C
chr2	114680000	117800000	chr2:114680000-117800000	GSE105381	Hi-C
chr2	117800000	119320000	chr2:117800000-119320000	GSE105381	Hi-C
chr2	119360000	120200000	chr2:119360000-120200000	GSE105381	Hi-C
chr2	120200000	120680000	chr2:120200000-120680000	GSE105381	Hi-C
chr2	120680000	121800000	chr2:120680000-121800000	GSE105381	Hi-C
chr2	121800000	123960000	chr2:121800000-123960000	GSE105381	Hi-C
chr2	124000000	127040000	chr2:124000000-127040000	GSE105381	Hi-C
chr2	127160000	127520000	chr2:127160000-127520000	GSE105381	Hi-C
chr2	127520000	127840000	chr2:127520000-127840000	GSE105381	Hi-C
chr2	128040000	129960000	chr2:128040000-129960000	GSE105381	Hi-C
chr2	130160000	130400000	chr2:130160000-130400000	GSE105381	Hi-C
chr2	130720000	131680000	chr2:130720000-131680000	GSE105381	Hi-C
chr2	132360000	133880000	chr2:132360000-133880000	GSE105381	Hi-C
chr2	133880000	134920000	chr2:133880000-134920000	GSE105381	Hi-C
chr2	134920000	135800000	chr2:134920000-135800000	GSE105381	Hi-C
chr2	135880000	136400000	chr2:135880000-136400000	GSE105381	Hi-C
chr2	136400000	137840000	chr2:136400000-137840000	GSE105381	Hi-C
chr2	137840000	138840000	chr2:137840000-138840000	GSE105381	Hi-C
chr2	138880000	140920000	chr2:138880000-140920000	GSE105381	Hi-C
