chrom	start	end	feature_id	study_id	protocol
chr1	83880000	84920000	chr1:83880000-84920000	GSE105725	Hi-C
chr1	84960000	85720000	chr1:84960000-85720000	GSE105725	Hi-C
chr1	86320000	87000000	chr1:86320000-87000000	GSE105725	Hi-C
chr1	87120000	88640000	chr1:87120000-88640000	GSE105725	Hi-C
chr1	88920000	90000000	chr1:88920000-90000000	GSE105725	Hi-C
chr1	90040000	91400000	chr1:90040000-91400000	GSE105725	Hi-C
chr1	91480000	92720000	chr1:91480000-92720000	GSE105725	Hi-C
chr1	92800000	93880000	chr1:92800000-93880000	GSE105725	Hi-C
chr1	93960000	95160000	chr1:93960000-95160000	GSE105725	Hi-C
chr1	95240000	98600000	chr1:95240000-98600000	GSE105725	Hi-C
chr1	98720000	99760000	chr1:98720000-99760000	GSE105725	Hi-C
chr1	99760000	101360000	chr1:99760000-101360000	GSE105725	Hi-C
chr1	101360000	103600000	chr1:101360000-103600000	GSE105725	Hi-C
chr1	103760000	108200000	chr1:103760000-108200000	GSE105725	Hi-C
chr1	108480000	110040000	chr1:108480000-110040000	GSE105725	Hi-C
chr1	110040000	110520000	chr1:110040000-110520000	GSE105725	Hi-C
chr1	110520000	113040000	chr1:110520000-113040000	GSE105725	Hi-C
chr1	113080000	113720000	chr1:113080000-113720000	GSE105725	Hi-C
chr1	113960000	114760000	chr1:113960000-114760000	GSE105725	Hi-C
chr1	114960000	116040000	chr1:114960000-116040000	GSE105725	Hi-C
chr1	116120000	116560000	chr1:116120000-116560000	GSE105725	Hi-C
chr1	116640000	117960000	chr1:116640000-117960000	GSE105725	Hi-C
chr1	118000000	121600000	chr1:118000000-121600000	GSE105725	Hi-C
chr1	124920000	125160000	chr1:124920000-125160000	GSE105725	Hi-C
chr1	143520000	143760000	chr1:143520000-143760000	GSE105725	Hi-C
chr1	145400000	146080000	chr1:145400000-146080000	GSE105725	Hi-C
chr1	146360000	148440000	chr1:146360000-148440000	GSE105725	Hi-C
chr1	149760000	151040000	chr1:149760000-151040000	GSE105725	Hi-C
chr1	151280000	152040000	chr1:151280000-152040000	GSE105725	Hi-C
chr1	152040000	153320000	chr1:152040000-153320000	GSE105725	Hi-C
chr1	153560000	155200000	chr1:153560000-155200000	GSE105725	Hi-C
chr1	155200000	156920000	chr1:155200000-156920000	GSE105725	Hi-C
chr1	157000000	159120000	chr1:157000000-159120000	GSE105725	Hi-C
chr1	159160000	160040000	chr1:159160000-160040000	GSE105725	Hi-C
chr1	160080000	161440000	chr1:160080000-161440000	GSE105725	Hi-C
chr1	161440000	165160000	chr1:161440000-165160000	GSE105725	Hi-C
chr1	165360000	165600000	chr1:165360000-165600000	GSE105725	Hi-C
chr1	165600000	166840000	chr1:165600000-166840000	GSE105725	Hi-C
chr1	166840000	168200000	chr1:166840000-168200000	GSE105725	Hi-C
chr1	168320000	169840000	chr1:168320000-169840000	GSE105725	Hi-C
chr1	169880000	171440000	chr1:169880000-171440000	GSE105725	Hi-C
chr1	171480000	172440000	chr1:171480000-172440000	GSE105725	Hi-C
chr1	172440000	174240000	chr1:172440000-174240000	GSE105725	Hi-C
chr1	174240000	175040000	chr1:174240000-175040000	GSE105725	Hi-C
chr1	175040000	176880000	chr1:175040000-176880000	GSE105725	Hi-C
chr1	176880000	178000000	chr1:176880000-178000000	GSE105725	Hi-C
chr1	178040000	179680000	chr1:178040000-179680000	GSE105725	Hi-C
chr1	179840000	180160000	chr1:179840000-180160000	GSE105725	Hi-C
chr1	180240000	180480000	chr1:180240000-180480000	GSE105725	Hi-C
chr1	180480000	181200000	chr1:180480000-181200000	GSE105725	Hi-C
chr1	181200000	182440000	chr1:181200000-182440000	GSE105725	Hi-C
chr1	182560000	182840000	chr1:182560000-182840000	GSE105725	Hi-C
chr1	182840000	183640000	chr1:182840000-183640000	GSE105725	Hi-C
chr1	183640000	184720000	chr1:183640000-184720000	GSE105725	Hi-C
chr1	184720000	185200000	chr1:184720000-185200000	GSE105725	Hi-C
chr1	185320000	185720000	chr1:185320000-185720000	GSE105725	Hi-C
chr1	185800000	186400000	chr1:185800000-186400000	GSE105725	Hi-C
chr1	186400000	187000000	chr1:186400000-187000000	GSE105725	Hi-C
chr1	187000000	190480000	chr1:187000000-190480000	GSE105725	Hi-C
chr1	190480000	192440000	chr1:190480000-192440000	GSE105725	Hi-C
chr1	192440000	193120000	chr1:192440000-193120000	GSE105725	Hi-C
chr1	193120000	196760000	chr1:193120000-196760000	GSE105725	Hi-C
chr1	197080000	198720000	chr1:197080000-198720000	GSE105725	Hi-C
chr1	198720000	199640000	chr1:198720000-199640000	GSE105725	Hi-C
chr1	199640000	200560000	chr1:199640000-200560000	GSE105725	Hi-C
chr1	200600000	201400000	chr1:200600000-201400000	GSE105725	Hi-C
chr1	201440000	202160000	chr1:201440000-202160000	GSE105725	Hi-C
chr1	202160000	203760000	chr1:202160000-203760000	GSE105725	Hi-C
chr1	203840000	206160000	chr1:203840000-206160000	GSE105725	Hi-C
chr1	206400000	207800000	chr1:206400000-207800000	GSE105725	Hi-C
chr1	207800000	209800000	chr1:207800000-209800000	GSE105725	Hi-C
chr1	209840000	211280000	chr1:209840000-211280000	GSE105725	Hi-C
chr1	211280000	213040000	chr1:211280000-213040000	GSE105725	Hi-C
chr1	213080000	214160000	chr1:213080000-214160000	GSE105725	Hi-C
chr1	214200000	214640000	chr1:214200000-214640000	GSE105725	Hi-C
chr1	214640000	215640000	chr1:214640000-215640000	GSE105725	Hi-C
chr1	215640000	218240000	chr1:215640000-218240000	GSE105725	Hi-C
chr1	218240000	219840000	chr1:218240000-219840000	GSE105725	Hi-C
chr1	220160000	220800000	chr1:220160000-220800000	GSE105725	Hi-C
chr1	220800000	222480000	chr1:220800000-222480000	GSE105725	Hi-C
chr1	222720000	223920000	chr1:222720000-223920000	GSE105725	Hi-C
chr1	224040000	224480000	chr1:224040000-224480000	GSE105725	Hi-C
chr1	224480000	225360000	chr1:224480000-225360000	GSE105725	Hi-C
chr1	225440000	226040000	chr1:225440000-226040000	GSE105725	Hi-C
chr1	226400000	228560000	chr1:226400000-228560000	GSE105725	Hi-C
chr1	228640000	229520000	chr1:228640000-229520000	GSE105725	Hi-C
chr1	229560000	230560000	chr1:229560000-230560000	GSE105725	Hi-C
chr1	230600000	231640000	chr1:230600000-231640000	GSE105725	Hi-C
chr1	231640000	233280000	chr1:231640000-233280000	GSE105725	Hi-C
chr1	233280000	234080000	chr1:233280000-234080000	GSE105725	Hi-C
chr1	234120000	236000000	chr1:234120000-236000000	GSE105725	Hi-C
chr1	236000000	237600000	chr1:236000000-237600000	GSE105725	Hi-C
chr1	237800000	240000000	chr1:237800000-240000000	GSE105725	Hi-C
chr1	240000000	240720000	chr1:240000000-240720000	GSE105725	Hi-C
chr1	240720000	241520000	chr1:240720000-241520000	GSE105725	Hi-C
chr1	241520000	243040000	chr1:241520000-243040000	GSE105725	Hi-C
chr1	243160000	244440000	chr1:243160000-244440000	GSE105725	Hi-C
chr1	244560000	247360000	chr1:244560000-247360000	GSE105725	Hi-C
chr1	247360000	248956422	chr1:247360000-248956422	GSE105725	Hi-C
chr2	0	1840000	chr2:0-1840000	GSE105725	Hi-C
chr2	1840000	3680000	chr2:1840000-3680000	GSE105725	Hi-C
chr2	3680000	6880000	chr2:3680000-6880000	GSE105725	Hi-C
chr2	6880000	9440000	chr2:6880000-9440000	GSE105725	Hi-C
chr2	10080000	10720000	chr2:10080000-10720000	GSE105725	Hi-C
chr2	10760000	11640000	chr2:10760000-11640000	GSE105725	Hi-C
chr2	11800000	13040000	chr2:11800000-13040000	GSE105725	Hi-C
chr2	13040000	15600000	chr2:13040000-15600000	GSE105725	Hi-C
chr2	15640000	16560000	chr2:15640000-16560000	GSE105725	Hi-C
chr2	16760000	17680000	chr2:16760000-17680000	GSE105725	Hi-C
chr2	17760000	18360000	chr2:17760000-18360000	GSE105725	Hi-C
chr2	18360000	20680000	chr2:18360000-20680000	GSE105725	Hi-C
chr2	20680000	23720000	chr2:20680000-23720000	GSE105725	Hi-C
chr2	23760000	25240000	chr2:23760000-25240000	GSE105725	Hi-C
chr2	25760000	27400000	chr2:25760000-27400000	GSE105725	Hi-C
chr2	27680000	28520000	chr2:27680000-28520000	GSE105725	Hi-C
chr2	28800000	29200000	chr2:28800000-29200000	GSE105725	Hi-C
chr2	29200000	30120000	chr2:29200000-30120000	GSE105725	Hi-C
chr2	30120000	30720000	chr2:30120000-30720000	GSE105725	Hi-C
chr2	30720000	32520000	chr2:30720000-32520000	GSE105725	Hi-C
chr2	32680000	33600000	chr2:32680000-33600000	GSE105725	Hi-C
chr2	33600000	36320000	chr2:33600000-36320000	GSE105725	Hi-C
chr2	36320000	36840000	chr2:36320000-36840000	GSE105725	Hi-C
chr2	37120000	37920000	chr2:37120000-37920000	GSE105725	Hi-C
chr2	37960000	38880000	chr2:37960000-38880000	GSE105725	Hi-C
chr2	38920000	42360000	chr2:38920000-42360000	GSE105725	Hi-C
chr2	42480000	43600000	chr2:42480000-43600000	GSE105725	Hi-C
chr2	43600000	44960000	chr2:43600000-44960000	GSE105725	Hi-C
chr2	44960000	45600000	chr2:44960000-45600000	GSE105725	Hi-C
chr2	45600000	45960000	chr2:45600000-45960000	GSE105725	Hi-C
chr2	45960000	47760000	chr2:45960000-47760000	GSE105725	Hi-C
chr2	47840000	48520000	chr2:47840000-48520000	GSE105725	Hi-C
chr2	48560000	50480000	chr2:48560000-50480000	GSE105725	Hi-C
chr2	50480000	53760000	chr2:50480000-53760000	GSE105725	Hi-C
chr2	53840000	55600000	chr2:53840000-55600000	GSE105725	Hi-C
chr2	55640000	56120000	chr2:55640000-56120000	GSE105725	Hi-C
chr2	56160000	57600000	chr2:56160000-57600000	GSE105725	Hi-C
chr2	57600000	60680000	chr2:57600000-60680000	GSE105725	Hi-C
chr2	60720000	61040000	chr2:60720000-61040000	GSE105725	Hi-C
chr2	61040000	61880000	chr2:61040000-61880000	GSE105725	Hi-C
chr2	61920000	63560000	chr2:61920000-63560000	GSE105725	Hi-C
chr2	63680000	65600000	chr2:63680000-65600000	GSE105725	Hi-C
chr2	65600000	68080000	chr2:65600000-68080000	GSE105725	Hi-C
chr2	68120000	69400000	chr2:68120000-69400000	GSE105725	Hi-C
chr2	69440000	70240000	chr2:69440000-70240000	GSE105725	Hi-C
chr2	70320000	71000000	chr2:70320000-71000000	GSE105725	Hi-C
chr2	71080000	73280000	chr2:71080000-73280000	GSE105725	Hi-C
chr2	73640000	74600000	chr2:73640000-74600000	GSE105725	Hi-C
chr2	74680000	75640000	chr2:74680000-75640000	GSE105725	Hi-C
chr2	75720000	76640000	chr2:75720000-76640000	GSE105725	Hi-C
chr2	76800000	79000000	chr2:76800000-79000000	GSE105725	Hi-C
chr2	79240000	79960000	chr2:79240000-79960000	GSE105725	Hi-C
chr2	80040000	84440000	chr2:80040000-84440000	GSE105725	Hi-C
chr2	84440000	85320000	chr2:84440000-85320000	GSE105725	Hi-C
chr2	85400000	86880000	chr2:85400000-86880000	GSE105725	Hi-C
chr2	87960000	90240000	chr2:87960000-90240000	GSE105725	Hi-C
chr2	94480000	95800000	chr2:94480000-95800000	GSE105725	Hi-C
chr2	95920000	97120000	chr2:95920000-97120000	GSE105725	Hi-C
chr2	97520000	100400000	chr2:97520000-100400000	GSE105725	Hi-C
chr2	100560000	101240000	chr2:100560000-101240000	GSE105725	Hi-C
chr2	101320000	102760000	chr2:101320000-102760000	GSE105725	Hi-C
chr2	102800000	105040000	chr2:102800000-105040000	GSE105725	Hi-C
chr2	105320000	106600000	chr2:105320000-106600000	GSE105725	Hi-C
chr2	106600000	109800000	chr2:106600000-109800000	GSE105725	Hi-C
chr2	110080000	111760000	chr2:110080000-111760000	GSE105725	Hi-C
chr2	111840000	113400000	chr2:111840000-113400000	GSE105725	Hi-C
chr2	113520000	117800000	chr2:113520000-117800000	GSE105725	Hi-C
chr2	117800000	119320000	chr2:117800000-119320000	GSE105725	Hi-C
chr2	119360000	120680000	chr2:119360000-120680000	GSE105725	Hi-C
chr2	120680000	121760000	chr2:120680000-121760000	GSE105725	Hi-C
chr2	121760000	123960000	chr2:121760000-123960000	GSE105725	Hi-C
chr2	124000000	127080000	chr2:124000000-127080000	GSE105725	Hi-C
chr2	127080000	130440000	chr2:127080000-130440000	GSE105725	Hi-C
chr2	130720000	134920000	chr2:130720000-134920000	GSE105725	Hi-C
chr2	134920000	135800000	chr2:134920000-135800000	GSE105725	Hi-C
chr2	135880000	137840000	chr2:135880000-137840000	GSE105725	Hi-C
chr2	137880000	138840000	chr2:137880000-138840000	GSE105725	Hi-C
chr2	138840000	143040000	chr2:138840000-143040000	GSE105725	Hi-C
chr2	143080000	146680000	chr2:143080000-146680000	GSE105725	Hi-C
chr2	146680000	147920000	chr2:146680000-147920000	GSE105725	Hi-C
chr2	147920000	149000000	chr2:147920000-149000000	GSE105725	Hi-C
chr2	149040000	149560000	chr2:149040000-149560000	GSE105725	Hi-C
chr2	149600000	151400000	chr2:149600000-151400000	GSE105725	Hi-C
chr2	152000000	152720000	chr2:152000000-152720000	GSE105725	Hi-C
chr2	152720000	155320000	chr2:152720000-155320000	GSE105725	Hi-C
chr2	155320000	157280000	chr2:155320000-157280000	GSE105725	Hi-C
chr2	157280000	158800000	chr2:157280000-158800000	GSE105725	Hi-C
chr2	158840000	159960000	chr2:158840000-159960000	GSE105725	Hi-C
chr2	160000000	161280000	chr2:160000000-161280000	GSE105725	Hi-C
chr2	161400000	162120000	chr2:161400000-162120000	GSE105725	Hi-C
chr2	162320000	164680000	chr2:162320000-164680000	GSE105725	Hi-C
chr2	164720000	165920000	chr2:164720000-165920000	GSE105725	Hi-C
chr2	166160000	168200000	chr2:166160000-168200000	GSE105725	Hi-C
chr2	168280000	168920000	chr2:168280000-168920000	GSE105725	Hi-C
chr2	168960000	170920000	chr2:168960000-170920000	GSE105725	Hi-C
chr2	170920000	171440000	chr2:170920000-171440000	GSE105725	Hi-C
chr2	171520000	172160000	chr2:171520000-172160000	GSE105725	Hi-C
chr2	172160000	172720000	chr2:172160000-172720000	GSE105725	Hi-C
chr2	172760000	173320000	chr2:172760000-173320000	GSE105725	Hi-C
chr2	173480000	174440000	chr2:173480000-174440000	GSE105725	Hi-C
chr2	174680000	175000000	chr2:174680000-175000000	GSE105725	Hi-C
chr2	175160000	176080000	chr2:175160000-176080000	GSE105725	Hi-C
chr2	176120000	177160000	chr2:176120000-177160000	GSE105725	Hi-C
chr2	177160000	177960000	chr2:177160000-177960000	GSE105725	Hi-C
chr2	178080000	179960000	chr2:178080000-179960000	GSE105725	Hi-C
chr2	180000000	181080000	chr2:180000000-181080000	GSE105725	Hi-C
chr2	181080000	181720000	chr2:181080000-181720000	GSE105725	Hi-C
chr2	181720000	182160000	chr2:181720000-182160000	GSE105725	Hi-C
chr2	182200000	183160000	chr2:182200000-183160000	GSE105725	Hi-C
chr2	183200000	185200000	chr2:183200000-185200000	GSE105725	Hi-C
chr2	185480000	186680000	chr2:185480000-186680000	GSE105725	Hi-C
chr2	186800000	187480000	chr2:186800000-187480000	GSE105725	Hi-C
chr2	187480000	189680000	chr2:187480000-189680000	GSE105725	Hi-C
chr2	189720000	190760000	chr2:189720000-190760000	GSE105725	Hi-C
chr2	191040000	191520000	chr2:191040000-191520000	GSE105725	Hi-C
chr2	191560000	192200000	chr2:191560000-192200000	GSE105725	Hi-C
chr2	192200000	193960000	chr2:192200000-193960000	GSE105725	Hi-C
chr2	194480000	196080000	chr2:194480000-196080000	GSE105725	Hi-C
chr2	196080000	197720000	chr2:196080000-197720000	GSE105725	Hi-C
chr2	197800000	199880000	chr2:197800000-199880000	GSE105725	Hi-C
chr2	199920000	200880000	chr2:199920000-200880000	GSE105725	Hi-C
chr2	200880000	201200000	chr2:200880000-201200000	GSE105725	Hi-C
chr2	201800000	202240000	chr2:201800000-202240000	GSE105725	Hi-C
chr2	202480000	203920000	chr2:202480000-203920000	GSE105725	Hi-C
chr2	203960000	206000000	chr2:203960000-206000000	GSE105725	Hi-C
chr2	206080000	208320000	chr2:206080000-208320000	GSE105725	Hi-C
chr2	208320000	210240000	chr2:208320000-210240000	GSE105725	Hi-C
chr2	210280000	212640000	chr2:210280000-212640000	GSE105725	Hi-C
chr2	212680000	213200000	chr2:212680000-213200000	GSE105725	Hi-C
chr2	213200000	215320000	chr2:213200000-215320000	GSE105725	Hi-C
chr2	215320000	216040000	chr2:215320000-216040000	GSE105725	Hi-C
chr2	216120000	218160000	chr2:216120000-218160000	GSE105725	Hi-C
chr2	218200000	219400000	chr2:218200000-219400000	GSE105725	Hi-C
chr2	219600000	222640000	chr2:219600000-222640000	GSE105725	Hi-C
chr2	222640000	223880000	chr2:222640000-223880000	GSE105725	Hi-C
chr2	223960000	224760000	chr2:223960000-224760000	GSE105725	Hi-C
chr2	224760000	225640000	chr2:224760000-225640000	GSE105725	Hi-C
chr2	225640000	227880000	chr2:225640000-227880000	GSE105725	Hi-C
chr2	227880000	229760000	chr2:227880000-229760000	GSE105725	Hi-C
chr2	229760000	231480000	chr2:229760000-231480000	GSE105725	Hi-C
chr2	231840000	232520000	chr2:231840000-232520000	GSE105725	Hi-C
chr2	232560000	233840000	chr2:232560000-233840000	GSE105725	Hi-C
chr2	233840000	235760000	chr2:233840000-235760000	GSE105725	Hi-C
chr2	235800000	236200000	chr2:235800000-236200000	GSE105725	Hi-C
chr2	236240000	237080000	chr2:236240000-237080000	GSE105725	Hi-C
chr2	237120000	237800000	chr2:237120000-237800000	GSE105725	Hi-C
chr2	237840000	242193529	chr2:237840000-242193529	GSE105725	Hi-C
chr3	0	3160000	chr3:0-3160000	GSE105725	Hi-C
chr3	3200000	4280000	chr3:3200000-4280000	GSE105725	Hi-C
chr3	4320000	5200000	chr3:4320000-5200000	GSE105725	Hi-C
chr3	5240000	8680000	chr3:5240000-8680000	GSE105725	Hi-C
chr3	8920000	11840000	chr3:8920000-11840000	GSE105725	Hi-C
chr3	12120000	12840000	chr3:12120000-12840000	GSE105725	Hi-C
chr3	13760000	14960000	chr3:13760000-14960000	GSE105725	Hi-C
chr3	15120000	16240000	chr3:15120000-16240000	GSE105725	Hi-C
chr3	16440000	17240000	chr3:16440000-17240000	GSE105725	Hi-C
chr3	17360000	17840000	chr3:17360000-17840000	GSE105725	Hi-C
chr3	17880000	18440000	chr3:17880000-18440000	GSE105725	Hi-C
chr3	19000000	19880000	chr3:19000000-19880000	GSE105725	Hi-C
chr3	20200000	22960000	chr3:20200000-22960000	GSE105725	Hi-C
chr3	23080000	23800000	chr3:23080000-23800000	GSE105725	Hi-C
chr3	23880000	24720000	chr3:23880000-24720000	GSE105725	Hi-C
chr3	24720000	25640000	chr3:24720000-25640000	GSE105725	Hi-C
chr3	25920000	27080000	chr3:25920000-27080000	GSE105725	Hi-C
chr3	27720000	28360000	chr3:27720000-28360000	GSE105725	Hi-C
chr3	28440000	30000000	chr3:28440000-30000000	GSE105725	Hi-C
chr3	30000000	30760000	chr3:30000000-30760000	GSE105725	Hi-C
chr3	30840000	33840000	chr3:30840000-33840000	GSE105725	Hi-C
chr3	33840000	36720000	chr3:33840000-36720000	GSE105725	Hi-C
chr3	37000000	37840000	chr3:37000000-37840000	GSE105725	Hi-C
chr3	38000000	39360000	chr3:38000000-39360000	GSE105725	Hi-C
chr3	39400000	42560000	chr3:39400000-42560000	GSE105725	Hi-C
chr3	42880000	44280000	chr3:42880000-44280000	GSE105725	Hi-C
chr3	44480000	44920000	chr3:44480000-44920000	GSE105725	Hi-C
chr3	44960000	47360000	chr3:44960000-47360000	GSE105725	Hi-C
chr3	47520000	48160000	chr3:47520000-48160000	GSE105725	Hi-C
chr3	48200000	49480000	chr3:48200000-49480000	GSE105725	Hi-C
chr3	50320000	51920000	chr3:50320000-51920000	GSE105725	Hi-C
chr3	52720000	56520000	chr3:52720000-56520000	GSE105725	Hi-C
chr3	56600000	58560000	chr3:56600000-58560000	GSE105725	Hi-C
chr3	58640000	62240000	chr3:58640000-62240000	GSE105725	Hi-C
chr3	62600000	63840000	chr3:62600000-63840000	GSE105725	Hi-C
chr3	64000000	64480000	chr3:64000000-64480000	GSE105725	Hi-C
chr3	64520000	66240000	chr3:64520000-66240000	GSE105725	Hi-C
chr3	66240000	66880000	chr3:66240000-66880000	GSE105725	Hi-C
chr3	66880000	68960000	chr3:66880000-68960000	GSE105725	Hi-C
chr3	69000000	69960000	chr3:69000000-69960000	GSE105725	Hi-C
chr3	70000000	71680000	chr3:70000000-71680000	GSE105725	Hi-C
chr3	71720000	73120000	chr3:71720000-73120000	GSE105725	Hi-C
chr3	73560000	75640000	chr3:73560000-75640000	GSE105725	Hi-C
chr3	75800000	78640000	chr3:75800000-78640000	GSE105725	Hi-C
chr3	79520000	81280000	chr3:79520000-81280000	GSE105725	Hi-C
chr3	81360000	85640000	chr3:81360000-85640000	GSE105725	Hi-C
chr3	86680000	88160000	chr3:86680000-88160000	GSE105725	Hi-C
chr3	88160000	91560000	chr3:88160000-91560000	GSE105725	Hi-C
chr3	93720000	96840000	chr3:93720000-96840000	GSE105725	Hi-C
chr3	96840000	97760000	chr3:96840000-97760000	GSE105725	Hi-C
chr3	97760000	98440000	chr3:97760000-98440000	GSE105725	Hi-C
chr3	98520000	99800000	chr3:98520000-99800000	GSE105725	Hi-C
chr3	99840000	100280000	chr3:99840000-100280000	GSE105725	Hi-C
chr3	100320000	101680000	chr3:100320000-101680000	GSE105725	Hi-C
chr3	101720000	102560000	chr3:101720000-102560000	GSE105725	Hi-C
chr3	102600000	105400000	chr3:102600000-105400000	GSE105725	Hi-C
chr3	105600000	107160000	chr3:105600000-107160000	GSE105725	Hi-C
chr3	107200000	108480000	chr3:107200000-108480000	GSE105725	Hi-C
chr3	108640000	108960000	chr3:108640000-108960000	GSE105725	Hi-C
chr3	109200000	111560000	chr3:109200000-111560000	GSE105725	Hi-C
chr3	111640000	112080000	chr3:111640000-112080000	GSE105725	Hi-C
chr3	112120000	112560000	chr3:112120000-112560000	GSE105725	Hi-C
chr3	112560000	113040000	chr3:112560000-113040000	GSE105725	Hi-C
chr3	113040000	113680000	chr3:113040000-113680000	GSE105725	Hi-C
chr3	114240000	115920000	chr3:114240000-115920000	GSE105725	Hi-C
chr3	116760000	119120000	chr3:116760000-119120000	GSE105725	Hi-C
chr3	119240000	121400000	chr3:119240000-121400000	GSE105725	Hi-C
chr3	121520000	122360000	chr3:121520000-122360000	GSE105725	Hi-C
chr3	122360000	123560000	chr3:122360000-123560000	GSE105725	Hi-C
chr3	123600000	125720000	chr3:123600000-125720000	GSE105725	Hi-C
chr3	125920000	129320000	chr3:125920000-129320000	GSE105725	Hi-C
chr3	129600000	130120000	chr3:129600000-130120000	GSE105725	Hi-C
chr3	130120000	132440000	chr3:130120000-132440000	GSE105725	Hi-C
chr3	132720000	134520000	chr3:132720000-134520000	GSE105725	Hi-C
chr3	134560000	135960000	chr3:134560000-135960000	GSE105725	Hi-C
chr3	136040000	137040000	chr3:136040000-137040000	GSE105725	Hi-C
chr3	137080000	138080000	chr3:137080000-138080000	GSE105725	Hi-C
chr3	138160000	139000000	chr3:138160000-139000000	GSE105725	Hi-C
chr3	139400000	141200000	chr3:139400000-141200000	GSE105725	Hi-C
chr3	141200000	143040000	chr3:141200000-143040000	GSE105725	Hi-C
chr3	143120000	146640000	chr3:143120000-146640000	GSE105725	Hi-C
chr3	146680000	148960000	chr3:146680000-148960000	GSE105725	Hi-C
chr3	148960000	149800000	chr3:148960000-149800000	GSE105725	Hi-C
chr3	149880000	150560000	chr3:149880000-150560000	GSE105725	Hi-C
chr3	151160000	152560000	chr3:151160000-152560000	GSE105725	Hi-C
chr3	152600000	154280000	chr3:152600000-154280000	GSE105725	Hi-C
chr3	154320000	155720000	chr3:154320000-155720000	GSE105725	Hi-C
chr3	155880000	157520000	chr3:155880000-157520000	GSE105725	Hi-C
chr3	157520000	158640000	chr3:157520000-158640000	GSE105725	Hi-C
chr3	158840000	160520000	chr3:158840000-160520000	GSE105725	Hi-C
chr3	160600000	161480000	chr3:160600000-161480000	GSE105725	Hi-C
chr3	161480000	163520000	chr3:161480000-163520000	GSE105725	Hi-C
chr3	163960000	165200000	chr3:163960000-165200000	GSE105725	Hi-C
chr3	165240000	167360000	chr3:165240000-167360000	GSE105725	Hi-C
